context,idiom,label
"['CHARLES FAWCUS', 'STEVE CAUTHEN collected his eleventh ton at Newmarket yesterday — wearing the maroon livery of boss Sheikh Mohammed — but that could be a thing of the past .', ""Racing 's big spenders from the Middle East are threatening to pull the plug — and take their horses to France in search of bigger prize money ."", 'The Maktoum family paid out fortunes for horses in the eighties and owned the stars as well .', ""But they have not made a single bid at Britain 's top yearling sale this week .""]",pull the plug,i
"['The timing of the decision to close the firm has put other precarious property companies on edge .', ""They fear that bankers may now reckon to get a better return by selling off firms ' assets quickly than by keeping debtors alive ."", 'Barclays says it has no plans to pull other plugs .', 'It will manage the Speyhawk properties under the receiver , rather than sell them soon .', 'Its three big domestic rivals do not intend to cut and run either .']",pull the plug,i
"['TWA may take on Chicago route', 'ANOTHER United States airline is considering stepping into the breach to take the place of American Airlines at Stansted .', 'American , based in Forth Worth , Texas , announced earlier this week it was pulling the plug on the Stansted to Chicago daily route , because of losses mounting to $ 10 million .', 'Yesterday TWA signalled its intention to step into the gap .', 'It has had a long - standing application with the American Department of Transportation to fly from New York to Stansted .']",pull the plug,i
"[""Without PC Crowe and Mr Fulton 's actions the couple 's lives could have been lost , according to the citation awarded to the two men at a ceremony in brigade headquarters at Hamilton ."", 'More than 20 officers , each with 20 years service , were awarded long - service medals .', 'Generator pulls plug on coal haulage contract', 'By Graeme Stewart Industry Correspondent', 'THOUSANDS of rail freight jobs came under threat yesterday when the English electricity generator , PowerGen , announced it was cancelling its coal haulage contract with British Rail .']",pull the plug,i
"['OKI MICROSYSTEMS i860 WORKSTATION DIVISION BITES THE DUST', ""Okidata Microsystems Division , the Japanese giant 's fledgling flight into the US workstation business , crashed and burned last week , taking the remnants of the Mass860 consortium — the Intel Corp i860 RISC supporters club — with it ."", 'The Japanese are being made to suffer what is for them a serious loss of face in having to pull the plug on the fifteen - month - old Massachusetts - based operation set up to build and sell Intel i860 boxes under a five - year commitment to the project .', 'Intel itself decommitted from the chip , its own maiden voyage into RISC , several months ago , and will doubtless come in for its share of the blame .', ""However , Oki 's decision was made to staunch the flow of red ink gushing from the unit , estimated by insiders at around $ 9 m for the year ended last month .""]",pull the plug,i
"['‘ Remember a year ago?’', 'Donleavy said .', '‘ When you pulled the plug on CBN and the Contra deal ?', 'Well , this is it .', 'The bottom line .']",pull the plug,i
"['MICRON FRISC RISC CHIP EFFORT FLOUNDERS', 'An effort by $ 500m - a - year semiconductor maker Micron Technology Inc to develop its own 64-bit superscalar single - chip RISC processor has floundered , taking with it the subsidiary built a year ago to house it .', 'The FRISC chip , which also gave its name to the operation responsible for it , had reportedly reached working silicon and was being put on graphics cards and SBus accelerators for the Sun marketplace when Micron pulled the plug .', 'The FRISC was apparently intended to go into systems eventually .', ""A Micron spokesman said the company ceased investing and reassigned engineers to other projects last month because it was n't getting the ‘ best bang for the buck.’""]",pull the plug,i
"['Under what circumstances may the doctors switch off the ventilator ?', 'This apparent problem has attracted considerable attention in recent years .', 'The Press has introduced into common speech such expressions as ‘ pulling the plug’ or ‘ switching off the machine’ .', 'l The intent has been not only to describe the activity , but also to surround it with the appropriate drama .', 'An assumption has been made by everyone .']",pull the plug,i
"['They realize , without necessarily evaluating the implications of the realization , that patients can not be kept on a machine for ever .', 'The most common justification offered is elaborate and unsatisfactory .', 'Turning off the ventilator , ‘ pulling the plug’ , the argument goes , is an omission , rather than a positive act .', 'It is an omission because it represents a failure to continue treatment .', ""The doctor , to use George Fletcher 's language , merely ‘ permits’ the patient to die .""]",pull the plug,i
"['This short week promises to be one of talk of an improving economic outlook , another point off base rates to 6 % by the Budget ( maybe ) , and — on a sourer note — the danger of a creeping rise in inflation later in the year .', 'Rising government debt will also be a worry , though most of us will be concentrating on dealing with our own borrowing exposures .', 'Property shares will get a shot - in - the - arm should one of their over - geared number announce that its bankers are backing it into the New Year , rather than pulling the plug .', '( There has to be a first one soon ) .', 'And , on the home front , credit card charges are still being nibbled downwards by issuers .']",pull the plug,i
"['As the money rolled in , wages rose , real - estate prices reached to near - Parisian levels , and people fooled themselves into thinking that Kazakhstan had become Asia ’s latest tiger .', 'The party came to a crashing halt in 2009 , when two sharp - elbowed global investment banks accelerated loan repayments – hoping to get their money back .', 'The Kazakh government , which had been scrambling to support its overextended private banks with capital injections and nationalizations , gave up and decided to pull the plug .', 'The banks defaulted on their loans , and creditors took large “ haircuts ” ( reductions in principal value ) .', 'But – and here ’s the point – with its debts written off , the banking system is now recapitalized and able to support economic growth .']",pull the plug,i
"['Carnage : wrecked vehicles after the explosions in the centre of Bombay .', 'Many bombs had been attached to cars .', 'BBC pulls the plug on Eldorado soap', 'THE BBC last night axed Eldorado , the supersoap set on the sunny Costa del Sol that turned into a multi - million pound flop .', 'The news came as a crushing blow to the cast and production team on the £ 10million set in Spain who had hoped for a reprieve after a recent upturn in viewing figures .']",pull the plug,i
"[""Miller 's in liquidation"", ""Miller 's ( review Aug 90 , p21 ) have gone into liquidation , three months after moving into profit following the opening of their accommodation wing ."", ""Chris Berry 's bank changed their mind about funding the new block and pulled the plug ."", 'Slalom Schools is now dead but the centre is on the market with a full order of bookings and re - bookings throughout next season .', 'The bank was the same high street bank which scuttled Alan Jones last year .']",pull the plug,i
"[""They reckon that if erm Australia lose another match it could mean that they wo n't even make the semi finals and erm they reckon like that , that channel nine that 's supposed to be backing all this"", 'Oh yeah , aha', ""well they think they 'll pull the plug on it"", 'Oh yes', 'and show re - runs of Neighbours instead , now can you think can you imagine anything worse than that ?']",pull the plug,i
"['But if the genes are stacked high up against you , lifestyle changes may not be enough protection.’', ""Although predominantly a disease of older men and rare in people under 30 , he said heart disease was by no means unknown in people of Mr Souness 's age ."", 'BT told to pull the plug on chatlines', 'By Roland Gribben , Business Editor', 'BRITISH Telecom was ordered to pull the plug on chatline services last night after the failure of a last minute legal challenge .']",pull the plug,i
"[""' Angy 's spoken about you both ."", ""Come to think of it , she did your heads as well , did n't she ? '"", 'They nodded , relieved that the ice was broken .', ""' What can I do for you ? '"", ""' I do n't know if you 've heard , but it rather seems that the police suspect one of the lecturers at the college of killing her , ' said Melissa .""]",break the ice,i
"['Try to recognise this man early in the meeting and , when an item comes up on which you know he has some expertise , ask him for his opinion .', 'Bolster up his ego a little by saying : "" I know you have had some valuable experience on this , Mr S. , and the meeting would welcome your advice . ""', 'Having broken the ice , the shy one then feels more confident to contribute on his own later .', 'The Tongue - tied , a type that you will occasionally meet , has some very good ideas but can not express them clearly .', 'There is a danger that he could become a joke with the other members .']",break the ice,i
"['And it is an irony which has not been lost on him .', '‘ I may not be able to say very much to the mother and her kids , but I sympathise with them so much because of what my own family went through,’ he says .', '‘ And I think they realise how I feel and this has broken the ice.’', ""Although Bob 's command of Serbo - Croat is non - existent and he is only at the early stages of learning Russian the Causevics ' second language — he has enlisted the help of a friend , native Yugoslav Maria Delahunty , to act as an interpreter ."", 'Members of the family are still reluctant to reveal the full horrors they endured in their homeland .']",break the ice,i
"['The three young people stood in a rather hostile and malodorous silence waiting for something to happen .', 'Lieutenant Stapleton was very conscious of the thick cloud of flies that buzzed round each of his companions .', '"" Well , we \'ve relieved you , eh ? "" said the General to the Collector , trying to break the ice .', '"" Nick of time , what . ""', 'This Collector - wallah was a devilishly hard fellow to talk to , he was finding .']",break the ice,i
"[""In fact Waugh had just written to him as a stranger to thank him for his ' ingenious and delightful allegory ' — his gratitude all the warmer because , as he flatteringly remarks , he had tried to buy a copy and found it sold out ."", 'Authors like to be told such things .', ""A second letter is similarly formal ; and only the third —'dear Orwell - Blair ? — which do you prefer ? ' breaks any ice , hesitating between a famous pseudonym and Orwell 's real name of Eric Blair ."", 'Once again he has to thank him for a new book , this time Nineteen Eighty - Four ( 1949 ) ; but now he sounds cool .', ""It had ' failed to make my flesh creep ' , he reports guardedly , in a phrase he was to repeat years later about it in his life of Ronald Knox ( 1959 ) , and failed because it had denied the existence of the soul and omitted all mention of the Church .""]",break the ice,i
"[""' Signora ! '"", 'Everyone laughed again .', 'The ice was broken .', 'Constance relaxed a little more .', 'Ludo was right .']",break the ice,i
"['‘ Ladies and gentlemen,’ screams guitarist Suzie Gardner .', ""‘ The soft white beer belly of rock'n'roll — L F — ING 7!’"", ""Well , if anyone 's gon na break the ice , it 's the band ."", ""L7 give better than they get , but the kids do n't get it at all ."", ""There 's 9,000 shivering punters in here , 7,500 of which have blank faces .""]",break the ice,i
"['For further advice on tactics for avoiding hidden agendas or surfacing them , see Games on page 71 .', 'Humour', 'Humour can be an excellent behaviour for easing tensions and breaking the ice between people .', 'However , to achieve these objectives it needs to be :', 'situational humour , ie funny within the context of the situation people are in at the time so that people can relate to it through a common , shared experience']",break the ice,i
"['Buy a good quality piping bag , nozzles and a spatula for a professional finish and smooth edges .', ""And do n't forget food colour pens for your special seasonal message ."", ""Finally , add extra sparkle by serving up the Christmas spirit with bobbing snowmen and fir tree - shaped ice cubes — they 'll certainly break the ice at parties !"", 'Christmas tree baking tray set', 'Cole & Mason nutmeg grater']",break the ice,i
"['I rely on everybody else , but she has to rely on me for her food and comfort .', 'She also helps with the care assistants , giving them something to do when they are not dealing with me .', 'She helps break the ice when I am interviewing .', 'When I am out walking , people stop and talk to her .', 'Instead of saying , ‘ What a nice chair’ , they say , ‘ What a nice dog’ .']",break the ice,i
"[""Because the polling system is new and complex , the results will not be known for several days , but most observers expect the local party 's candidates to come in far behind the Popular Front and other unofficial groups ."", ""But what happens in the Baltic , or indeed many of the smaller among the country 's 15 republics , pales into insignificance compared with how the party fares in Russia ."", ""White House envoy 's visit is bid to repair rift with China Washington breaks the ice in Beijing ."", 'By Simon Long in Beijing', ""PRESIDENT Bush 's National Security Adviser , Admiral Brent Scowcroft , was greeted warmly by the Chinese leader , Mr Deng Xiaoping , yesterday during an unannounced weekend visit to Beijing which tacitly buried the US ban on high - level governmental contacts with China .""]",break the ice,i
"['Moreover you genuinely need to find out at this stage whether or not the job will suit you .', 'You will therefore be expected to ask questions as well as answer them .', 'Breaking the ice', 'The preliminary chat which usually prefaces the interview proper is intended to break the ice and give both sides a chance to size each other up .', 'It gives the interviewee a useful chance to hear the sound of his or her own voice in this artificial situation , without starting immediately on important subjects .']",break the ice,i
"['Neil Graham has always held a high position of Gold Blade , who will be backed to get back on the winning trail in the Conquest Cup .', 'His gallops have always impressed me but after a couple of disappointing runs on the flat his attentions were turned to the all - weather surfaces .', ""After breaking the ice last month he was desperately unlucky in an amateur riders ' race having to be switched in the final furlong after getting off on the rails ."", 'Granted better luck he should get his head back in front and is likely to start at a reasonable price in this company .', 'Tom Jones held his young hurdler Jackson Flint in enough esteem to enter him in a race at the Cheltenham National Hunt Festival meeting even though he does not yet have a win to his credit .']",break the ice,i
"['Alice was drunk .', 'There were two conflicting thoughts in her mind .', 'One was that it was horrible and she would always regret it if she made love to Tom only because she was drunk , the other that here was the opportunity to get it over , make a start , break the ice .', ""She was drunk , so she did n't care ."", 'She wanted to , she quite wanted to , she might as well .']",break the ice,i
"['The last time I saw Jonathan was Thursday evening when he picked me up in the car and we went for a drive .', 'Now that my divorce has come through we thought it was time to tell people that we were getting married and start seeing each other openly .', 'He was going to tell his mother and sister on the Friday and , to break the ice , we decided to go to the Fire Festival on Saturday ; he was to pick me up here at eight and we were going together.’', 'She broke off and sat for a moment staring in the fire .', 'When she resumed her voice was unsteady .']",break the ice,i
"['Standing there in my civilian clothes I felt completely out of place and wished that I could be wearing a blue tracksuit like the rest of them .', ""One of the recruits on a top bunk leant over and shouted , ' Here , mate , are you English ? '"", 'I told him that I was and suddenly the ice was broken .', 'He jumped down , shook my hand and pulled a packet of Peter Stuyvesant cigarettes out of his pocket which he gave to me .', 'I lit up and stood there trying to answer all the questions coming at me in French and English .']",break the ice,i
"[""People who have helped could also be invited into the school at the end of the project to see the results of the children 's work ."", 'When carrying out interviews , artefacts or old photographs can sometimes provide useful stimulus .', 'Showing an old photograph or object to an elderly person may be a means of jogging the memory , or breaking the ice , and may well prompt them to reminisce .', 'The elderly person interviewed may take a delight in explaining to the children exactly how certain things were used or how they worked .', 'It is also likely that interviews will generate further material ( old photographs , or old objects ) , which may be loaned to the school for the duration of the project .']",break the ice,i
"[""Both the Full Moon in Taurus on the 10th and an explosive aspect to Pluto on the 14th denote that two 's company , three 's a crowd ."", 'That , and your reluctance to make a final decision , may cause a few sleepless nights .', ""But a fantastic aspect to Mars in Cancer shows that you are the instigator this time , and you have the ability to melt someone 's heart — or break the ice , at the very least ."", 'Leo July 24–Aug 23', ""A series of complex and powerful planetary influences suggest that everyone 's gunning for you this month .""]",break the ice,i
"['We had met at parties previously , but had carefully avoided one another after exchanging polite hallos .', 'Ronnie had written to me a few months before , saying that she had hesitated to get in touch but wanted me to know how concerned she was about John .', 'Her kindness broke the ice and as we began to chat I discovered that instead of feeling awkward I was eager to talk to her .', 'Our thoughts and concerns about John ran along similar lines .', 'Ronnie had loved John too , and knew his vulnerabilities .']",break the ice,i
"[""I think the guys snigger because they 're covering up for their embarrassment that 's"", 'Mm .', ""their way of breaking the ice and showing that they just , they , that 's way of coping with it ."", ""I think that they may be frightened to speak up and that they 're scared that if they say something that they do n't know , like a lot of them do n't know the facts , like today , in the same class as Janine across there , some of them did n't know even the very the pro , progression of the male pill or anything like that , and they did learn a few things but a again they never spoke up and they were n't interested , but I"", 'Mm .']",break the ice,i
"['And that does do that .', ""So to start with what we 're doing is just having a little assessment , seeing what sort of driving erm techniques that you have ."", ""And also we can have a little chat , providing it does n't upset any concentration , just to break the ice and settle in and er relax you and to drive normally ."", ""And er I say , we 're we 're not here to er nitpick , picking up every little fault that a driver does going along the road ."", ""Cos it does n't matter who you are or what you are , reverse the roles , everybody makes mistakes when you 're driving .""]",break the ice,i
"[""‘ Everywhere we 've gone there 's been a tremendous feeling of warmth shown us ."", '‘ The acceptance of our presence throughout the Caribbean was going to be the most vital thing , because the people here took the anti - apartheid struggle very seriously .', '‘ It was imperative to come here quickly , break the ice and get that acceptance .', 'I believe , fundamentally , that has been achieved .', '‘ The fact we lost three one - day internationals is neither here nor there .']",break the ice,i
"['Harold MacMichael , who was Civil Secretary in the Sudan , was , I am sure , a brilliant player ; he was also long - suffering .', 'Once he did protest , "" Why on earth did you trump my ace ? ""', 'Those games certainly helped to break the ice .', 'From Aden we crossed to Jibuti in HMS Effingham , flagship of the East Indies Squadron , and Admiral Fullerton joined our party with his Flag Lieutenant and another officer .', 'At Jibuti we were met by Sir Sidney Barton , British Minister from Addis Ababa , by Sir Stewart Symes from Aden and Sir Harold Kittermaster from British Somaliland , and we travelled together in a special train to Addis Ababa .']",break the ice,i
"['The effect was striking in its simplicity , its sobriety , while his face had a gentleness Li Yuan had never seen in it before .', 'He came forward and embraced Li Yuan , holding him to his breast , one hand smoothing the back of his neck .', ""It was this , more than the death , more than the coldness of his father 's cheek , that broke the ice that had formed about his feelings ."", 'At last he let go , feeling the sorrow rise and spill from him .', '‘ Good , good,’ Tsu Ma whispered softly , stroking his neck .']",break the ice,i
"['Perhaps its most obvious success was its ability to prioritise community care among those local councils , health authorities , and FHSAs which historically had no inter - agency collaboration .', ""Many professionals wish they had been given more detailed and honest feedback far sooner , perhaps as early as the SSI / RHA 's initial monitoring ."", 'It seems once the ice was broken and egos calmed , getting down to the eight key tasks with help from outsiders did not seem so bad after all .', 'Suddenly there was no need to dodge difficult issues any longer .', 'Everything was out in the open — political resistance , management failings and just sheer inertia .']",break the ice,i
"[""' I had shown her photos of Diana , the house and Max the dog and she recognised them all immediately . '"", ""Today all three ' get along like a house on fire ' ."", 'The ice was broken the day after Natasha arrived in England .', ""' We took her out to a local restaurant for a celebration dinner , ' Mike says , ' and she started to take the mickey out of Diana , imitating the way she nods her head when she speaks ."", ""' Diana saw her do it and they both burst out into giggles just like little girls .""]",break the ice,i
"['Most of the guests on his show live next door — they just pop in on the way home from work .', 'They go on again and again and so Carson never has to sit at their feet .', ""He does n't have to break any ice because they 're all pals ."", ""It 's just chat — how 's the family , here 's the latest joke , how 's it going — and that somehow makes for great entertainment ."", 'Once a celebrity has agreed to be a guest , the researcher assigned to him or her will go along for an exploratory conversation .']",break the ice,i
"[""Could it be the dazzling obviousness that these two petulant skaters are , below all that ice , besotted with other , because do n't opposites always attract ?"", 'Could it be the hysterical over - the - top camerawork , proving any amount of slow - motion and soft - focus still do not actually score as style .', ""Or perhaps it could be the heart - stopping finale where they finally , sorry , break the ice , and after a quick peckeroo execute the near impossible Pamchenko manoeuvre ( basically he grabs her by the feet and spins her in increasing circles , and she prays he does n't let go ) ."", 'Who knows ?', ""But we do know love will out , and despite a script with the credibility of a Jewish pigfarm , everyone 's going to have a brainless Friday - evening time of it getting there .""]",break the ice,i
"['When she stops and turns back , we decide to abandon the low - key approach and we wave our umbrella in the air , pointing at it and grinning dementedly .', 'She recognizes us immediately .', 'We lead her back towards the Odeon Mezzanine and break the ice by saying interestingly how confusing it is that the Odeon Mezzanine , the Odeon Leicester Square and the Odeon West End are all situated within yards of each other .', ""The film we 're going to see is Flatliners , and Denice tells us she 's been dying to see it for ages ."", ""She apologizes for being thirty seconds late and says she 's been having her nails done .""]",break the ice,i
"['Sort of', 'Yes that sort of thing yes .', 'Yes I well remember er I use when I was staying down at Trimley there was erm a lady there who worked in the Billeting Department , who ca who herself was evacuated from London and er , I used to catch the same bus with her but she never would speak to me , erm and erm one morning er she lived down at Curton and one morning they had some erm er German planes over Curton and they were doing some machine gunning and that sort of thing and erm and we met at the bus stop and she was full of it and erm that sort of broke the ice it was', 'it was really amazing ,', 'Mm .']",break the ice,i
"['Find out as much as you can about the school .', 'THE PRE - SCHOOL CHILD', ""If you 've just moved to a new area a good way to break the ice for you and your child is a parent and toddler group ."", ""These are usually for the under 3 's , and are found in Church Halls or private houses ."", 'The next stage is a pre - school playgroup at 3 or 3½.']",break the ice,i
"['P. I wanted to get into something where there was no - one telling me what to do all the time .', ""With skating there 's no - one saying do this , do that all over the shop ."", 'N. No team captain to call the shots ?', ""P. Yeah , no - one says ‘ c'mon do this’ no more shitty teachers or shitty teachers ."", 'N. Do you think it makes a difference if a skater is out of school or not , not in their skating but in view of it ?']",call the shots,i
"['Sex : Insufficient to fulfil your ravenous appetite — but then , what on earth ever could ?', 'TAURUS ( April 21 — May 21 )', 'As a Taurean , you work well with others as long as it is you who calls the shots .', ""You do n't suffer fools gladly , especially when they have power over you ."", 'This month , a close companion will try to push you into something unappealing .']",call the shots,i
"['Has Hollywood scraped the barrel for bimbos ?', 'Is the male notion of what is sexy changing ?', ""Or is it women who are calling the shots — weary of living up to men 's fantasies , preferring instead to watch actresses they can identify with , both physically and emotionally ?"", ""Derek Malcolm , The Guardian 's film critic , agrees that there has been a gradual shift in perception and suggests it began as movie moguls realised women were no longer being ‘ taken’ to the movies by their menfolk , hot on the trail of Rambo ."", 'Instead they were movie - choosing for themselves ; turning up in droves to see films which were long on emotional content , romance and humour , and short on blood and guts .']",call the shots,i
"['In fact , our two great historical ages are the 1950s and the 1970s .', 'The Fifties lasted well into the Sixties , thanks to our parents .', ""They called the shots while we were still tiny , and they did n't spring into crushed velvet bell - bottoms in 1966 , just because it was a happening thing to do ."", 'They , and the schools we went to , helped preserve a brown Fifties environment all through our early years .', 'For us , the Sixties were never more than a distant rumour overheard on Radio Caroline .']",call the shots,i
"['The tennis game to which Ken had likened comedy was now a ping - pong match between two equally determined performers , neither of whom wanted to allow their ball to fall to the floor .', '‘ Sometimes , though,’ she confessed , ‘ it was wonderful — bliss because he was so good .', 'He , however , always called the shots.’', 'Simultaneously with doing the evening performances — two on Saturday , at five and eight — he was recording episodes of Beyond Our Ken and making the latest ‘ Carry On’ film — Carry On Constable- and it began to show with the way Pieces of Eight proceeded .', 'The cult followers who came every night started getting a little disappointed — Ken was following the script which the tougher the regimen became more and more rigid .']",call the shots,i
"['Florals are very much back and I just float about the place in them .', ""If I cut my cloth to suit popular taste I would n't be the megastar I am today ."", ""I call the shots , possum , and I think that 's how the public like it.’"", 'Not a lot of people know this , but Dame Edna is a close confidante of the Queen .', 'I wondered how I should broach this subject but as it happened , Dame Edna opened her heart .']",call the shots,i
"[""' Rob Andrew is the player in possession right now , but we are different in our style and approach ."", ""For one thing , I like to play off the cuff now and again , and pull out a few surprises . '"", ""That 's just the type of magic necessary today to unhinge the most defiant defence in the world — and Barbarians and England captain Will Carling backs Barnes to call the winning shots ."", ""' Stuart will decide the plays , ' said Carling ."", ""' He is a very talented player who is currently pushing Rob very hard for the fly - half shirt .""]",call the shots,i
"['VIBES', 'EDITED BY SHERMAN AT THE CONTROLS', ""JUAN ATKINS , Godfather Of Techno , returns in style , GUNSHOT calls the shots in UK rap , EON jumps in the Tardis , SHERMAN sifts through the releases , and there 's a rocket - load of ORB stickers to be won"", ""YOU'RE FIRED !"", 'East Enders Gunshot are one of very few British rap crews to have developed a unique and unmistakable style .']",call the shots,i
"['The All Blacks , who took control of the game through a massive 23–11 lineout advantage and the athleticism of their pack , were in command for all but the final quarter .', 'Having established a 20–3 lead through tries by Zinzan Brooke , Kirwan and Timu they allowed South Africa back into the game .', 'With Botha calling the shots the ‘ Boks demonstrated their strength at running first phase possession by scoring late tries through Gerber ( 2 ) and Muller before the clock curtailed their late assault .', 'Touch and go .', 'John Kirwan juggles with the ball as his Springbok counterpart , Pieter Hendriks , makes a despairing final attempt to stop the progress of the All Black winger .']",call the shots,i
"['I suppose she thought that it would be mild occupational therapy , but it changed my life .', ""Now I 'm sewing full - time with a small business to bolster my sense of self . '"", 'A few months ago , Joe slunk back home and , although old patterns have not yet been established , Amy feels she has the strength and confidence to call some shots .', ""' He 's still in a separate bedroom , ' she says , ' and I 've insisted we go for couples counselling ."", ""He needs it because I suspect he 's hooked on the secrecy and excitement that could easily make him run off again . '""]",call the shots,i
"['Bullshit .', ""Their one and only interest was to serve the interest of the Corporation in the US of A and anyone in a top position overseas who did n't understand that number one lesson would soon have his nose put out of joint ."", 'From here on in , Randy Mueller was going to start calling the shots .', 'He reckoned that his chances of making the Presidency before he was sixty were now better than ever .', 'He should make a Vice Presidency within five , the Presidency within ten .']",call the shots,i
"['If only things could be resolved that easily !', 'Pursing her lips ruefully , she shook her head .', 'That had been the crux of the problem the whole way through — she had been too passive , allowing Adam to call the shots with no more than a token protest .', 'And where had it got her ?', 'Exactly nowhere .']",call the shots,i
"['‘ We spend more in Britain of our national wealth on education than do the Germans and the Japanese .', '‘ Neil Kinnock believes that management by politicians through the local council is the way to run schools .', 'We believe in parents and teachers calling the shots.’', 'And he pointed out the themes of the Tory campaign were opportunity , choice , ownership and responsibility .', '‘ We want to reduce the power of the government over people .']",call the shots,i
"[""The Lexical Syllabus has been ‘ developed out of the author 's assessment that ELT in the late 1980s and early ' 90s had lost its way’ ."", ""I fear he may be right , and if it 's true of the profession then the publishers are right behind ."", 'And with so many publishers completing so many courses in 1993 , it will be very interesting to see what is published for whom next year , and whether it is the market or the applied linguist who call the shots .', 'SPECIAL FEATURE GARDENING BOOKS', ""Publisher 's themed series now account for a significant part of the market , but are too many thought up by designers and marketing departments rather than horticulturalists ?""]",call the shots,i
"['I had finally worked out why Dennis was so keen on me .', 'Although a barrow boy at heart , he had a yen for the finer things in life .', 'The condition was that the transaction be conducted in whorehouse terms : he paid the trick , he called the shots .', 'There was nothing very remarkable about him in this respect .', 'You only have to walk into any art gallery these days to see that the real action is in the shop .']",call the shots,i
"[""It 's not a question of time . '"", ""' Change your tune , why do n't you ! ' said Jay ."", ""' You call all the bloody shots round here ! '"", 'Lucy flung herself forward , cheeks flushed , eyes flashing .', 'An emotional response !']",call the shots,i
"['In any case , you know as well as I do that the MDs are always American.’', ""‘ Well , there wo n't be any European job functions , that 's for sure,’ Muldoon said ."", ""‘ There 'll be a direct link between Detroit and the line managers in each country , with Detroit calling the shots.’"", ""‘ Do n't they realise they 're playing with political dynamite ?"", 'Mark demanded .']",call the shots,i
"['Not surprisingly , the preference has been for transfers , which , until the 2008 financial crash , took the form of cross - border private - sector lending to governments and banks .', 'Following the credit - bubble burst in 2008 , fiscal transfers replaced these private financial flows , causing budget deficits to balloon .', 'And now , with the German government , as chief creditor , calling the shots on cross - border transfers to weaker eurozone countries , all such transfers are conditional on austerity ( that is , internal devaluation ) .', 'Bailouts from the European ~ Stability Mechanism represent the clearest example of this , with the fiscal compact now committing signatories to tight deficit targets and structural adjustment .', '']",call the shots,i
"['They were kissing each other through gritted teeth , so the story went .', 'And Charlie was alleged to have told reporters : ‘ It was hardly a turn - on.’', 'The producers wanted to ensure the film was a hit in the States , they too were happy for Charlie to call the shots .', ""One on - set photographer was quoted as saying : ‘ It became a standing joke that Kylie could be heard saying : ‘ Charlie 's right’.’"", ""But back to Charlie and those gossipy tales about the steamy scenes that had been filmed behind closed doors : ‘ There 's no running around naked — it 's not a porno film .""]",call the shots,i
"[""Taking the piss out of this is , let 's face it , a little easy ."", ""The truth is that C is a convenient scapegoat for those upset by The Shamen 's commercial ambitions and looking for a way to convince themselves that , underneath it all , Colin 's still credible ."", 'But , remember , it is Colin who calls the shots .', 'As he points out , the idea ( and a lot of the lines ) for ‘ Ebeneezer Goode’ were around before Mister C. And The Shamen had long had their sights set on the charts .', 'OK , some tracks which feature C upfront are pretty atrocious ( the woeful ragga rap of ‘ Coming On Strong’ , the rabbity rap of ‘ Fatman’ ) .']",call the shots,i
"['Anthea knew it , which was why she did what she did to him .', 'She told him what to wear and eat , when to sleep or make love to her .', 'In short , she had called the shots and Dan had let her .', 'In all the years he had not had one really happy day because Anthea was always the boss .', 'What she said went .']",call the shots,i
"[""When the TV star subsequently referred to him in interviews as ' an extortionist ' and ' a tennis show pimp ' , the angry Edwards brought two $ 10 million suits against Hall for defamation suits which were thrown out of court this March ."", ""Such stories come creeping into my mind as I sit on set at Arsenio Hall 's Paramount studio , watching Soul II Soul rehearse ."", ""For if truth be told , there are n't many black faces to be seen and there certainly are n't black voices raised when the shots are being called ."", ""Hall 's producer Maria Kell Brown , his director Sandy Fullerton , his company 's vice - president , Cheryl Bonacci , and his icy publicist , Dana Friendman , are all young white women , power - dressed Hollywood style ."", ""Demeanour around the studio also seems the antithesis of Hall 's patented laidback vibe .""]",call the shots,i
"['First of all , Iran could provide Israel with oil and in return Israel could , eventually , provide Iran with manufactured products , including arms , and all sort of experts .', 'Mossad , together with the CIA , played an important part in the creation of SAVAK in the mid - fifties .', 'After the overthrow of Mossadeq in 1953 , the United States began to replace Britain as the dominant external power in Iran — through many older Iranians ( like Muhammad Behbehanian ) continued to believes for decades that it was the British who really still called the shots and that the Americans were only British stooges .', 'The Shah realized that his Western friends wanted above all a stable , friendly Iran .', 'As the fifties proceeded , a succession of coups , countercoups , wars , revolutions and civil disorders made the Middle East one of the most volatile areas on earth , a place that in the words of one historian , "" reverberated with the sound of crashing throne . ""']",call the shots,i
"['I mean I was just doing my job .', ""You do n't think about anything else apart from getting it right in front of the cameras.’"", 'When they first met , Charlie called the shots by improvising in front of the cameras and using his experience from films like Bright Lights , Big City , with Michael J Fox , and 18 Again , with George Burns He said : ‘ Kylie was a little nervous when I improvised and it threw her off .', 'But she got used to me and started to do it herself and in the end we were both very comfortable and relaxed.’', 'He was aware of the controversial scene which had to be cut from the trailer and laughed at the problems it caused in the UK .']",call the shots,i
"['McCullough is learning fast .', ""It 's clear that ace coach Eddie Futch has taken a shine to him ."", ""Futch , 82 next birthday and a father figure among America 's great boxing trainers , is the man who calls the shots in heavyweight champion Riddick Bowe 's gym , and it 's now certain Wayne will box in a down - the - card role when Bowe defends his world title in either Washington or Atlantic City two months from now ."", 'Meanwhile , Olympic champion Michael Carruth turned in a solid performance in Dublin last night with a 19–7 win over Ulster champion Eddie Fisher .', 'Fisher had little answer to the experience and ring craft of the 25 year old from Drimnagh .']",call the shots,i
